Sigle,Titre,Credit,url,Prerequisites
HST 3440,Marginalité et exclusion au Canada,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3440/,
HST 3450,Histoire économique nord-américaine,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3450/,
HST 3460,"État, société et citoyenneté au Canada",3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3460/,
HST 3480,Canada: Empires et résistances,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3480/,
HST 3510,Altérités et représentations au Québec  (1800-1950),3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3510/,
HST 3562,"Sciences, techniques et sociétés",3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3562/,
HST 3571,L'économie politique de la Chine moderne,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3571/,
HST 3574,Asie de l'Est : médecine et colonisation,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3574/,
HST 3611,Problèmes d'histoire,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3611/,
HST 3710,Stage et activités professionnelles,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3710/,
HST 3741,Voyage d'études,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3741/,
HST 4000,Initiation à la recherche avancée,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-4000/,
HST 4010,Spécialisation honor en histoire,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-4010/,
HST 6033,Séminaire honor en histoire,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-6033/,
HST 3700,Lectures dirigées,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3700/,
HST 3720,Recherche en archives,3.0,https://admission.umontreal.ca/cours-et-horaires/cours/hst-3720/,
